UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
5314,50266,"Toronto, Ontario",17-03-2020,"Social media platforms should take down accounts that promote mass hysteria, like u dont need to post every time a grocery store runs out of tp..  yall are responsible for my booty rn #COVID2019 #coronavirus",Positive
5315,50267,,17-03-2020,"Economic and investment implications of #coronavirus were discussed in a note to clients this week from Sharmin Mossavar-Rahmani, head of the Investment Strategy Group for the Consumer and Investment Management Division at Goldman Sachs. Read it here: https://t.co/udfrwpRu13",Neutral
5316,50268,Gateshead and Newcastle,17-03-2020,Repurposed Soviet Joke No 8 Tesco online shopping website Your next available delivery slot is 7am 10pm on 6 May 2021 Checks diary Damn I ve got to report for my Covid 19 testing appointment that day and they are voting for me in the local elections that day too,Negative
5317,50269,"Washington, D.C. Area",17-03-2020,"Going to the grocery store now is like being on an episode of Chopped. Apparently, my ingredients are pearled barley, great northern beans, tostada shells, and rice wine vinegar. #coronavirus",Extremely Positive
5318,50270,"Santa Monica, CA",17-03-2020,"A #Nielsen investigation has identified key consumer #behaviors driving increased sales of #health &amp; household safety products during the novel coronavirus (COVID-19) outbreak. https://t.co/5E8gXX3xdw
.
.
#medicalcannabis #delivery #customerintelligence #cpg #retail #grassphealth",Extremely Positive
5319,50271,"Vineland, Ontatio",17-03-2020,"RETAIL STORE UPDATE. 
The continued health of our staff and customers remains our top priority during this uncertain time.  Due to the increased concern over the spread of COVID-19 we are closing our Retail store and https://t.co/jGa7LW78oP",Positive
5320,50272,Indiana State University,17-03-2020,The grocery store is now the crowded place that bars and restaurants were. Social distancing is impossible and older people are fearful. Some sort of queue should be required where people wait it their car in line and limit the time and amount of shoppers #coronavirus,Negative
5321,50273,"Pomona, CA",17-03-2020,"During this COVID-19 crisis, I want to ask my customers, what is it that @GsfromtheP can do to help our consumer? Please let me know down below ?",Positive
5322,50274,"Leeds, England",17-03-2020,#COVID2019 local supermarket this afternoon where there was no bread at all to be found - I am sure if we get Italy style situation this bread will be well out of date https://t.co/E25KYTFd5b,Positive
5323,50275,Paraparaumu Beach,17-03-2020,"Renee has arbitrarily decided that, due to me being more vulnerable to covid-19 than she is, that I'm not allowed to go and do things like going to the supermarket, picking up the kids etc. I suspect it's all a ploy to stop me getting a sneaky milky bar on the way home.",Extremely Negative
5324,50276,,17-03-2020, China Virus absolutely perfect synonyms of Because of China s food habit the whole world is now under threat each one of us living in fear amp panic why we suffer when we do nothing only blame China who spread and couldn t reveal so that this becomes epidemic,Extremely Negative
5325,50277,"8 W 40th St.12th fl NY,NY10018",17-03-2020,"COVID-19 Outbreak Forces VF, PVH, Gap to Shutter Global Retail Doors  Sourcing Journal #COVID19  https://t.co/aRTRR0iKVV",Neutral
5326,50278,"Delft, The Netherlands",17-03-2020,Aviation ?? &amp; Transportation ??sectors should join the high demand sectors (healthcare ? &amp; food ? &amp; daily supplies) to support the societies get over #coronavirus faster &amp; minimize their own sectors financial loss.,Positive
5327,50279,Bandar Baru Bangi,17-03-2020,"Potential mass spreading yesterday at groceries stores,supermarket,hypermarket
Potential mass spreading at police stations,bus station and RnR towards our beloved hometown where our loves ones are waiting ?
#COVID2019",Extremely Positive
5328,50280,"Sydney, New South Wales",17-03-2020,"Friend came back from overseas was told to self isolate for 14 days &amp; do online grocery shopping, she did, she got a message her orders will be delivered in 15 days. the level of inffected is in low hundreds in #Australia and our leaders dont have a plan. #coronavirus @Coles",Positive
5329,50281,,17-03-2020,"Workers at a Consumer Cellular call center in Arizona say they're terrified of going to work, and management has no plan to protect them. https://t.co/lLcStGAgay",Negative
5330,50282,"Ajax, Ontario ",17-03-2020,"see how this situation unfolds in next 2 to 3 weeks. Global supply chain is affected, money is suffering, oil prices at the lowest in several years, consumer confidence is impacted. Keep cash ready bcz Cash will be the King!
#StockMarket 
#coronavirus 
#investing 
#RealEstate",Negative
5331,50283,"London, England",17-03-2020,I think peoples greed and lack of food due to excessive stock pilling will kill many people of starvation before corona virus gets to them #COVID2019 #Corvid19uk #stayhomechallenge @SkyNews @TomSwarbrick1 @darrenadam @LBCNews @BBCNews https://t.co/tT21cSatoH,Extremely Negative
5332,50284,Israel ??,17-03-2020,"An Israeli couple gets married in a supermarket. ??

It's forbidden to have a gather of 10 or more people, but it does not apply in supermarkets. So this couple invited their friends to a supermarket. #Israel https://t.co/zGMNtH4viD",Positive
5333,50285,Paducah Kentucky USA,17-03-2020,"COVID-19 Update
Hancocks of Paducah will continue to accept and fulfill all on-line orders.
We will close our retail store to the public effective March 18, 2020 until further notice. Please be safe.
https://t.co/XBvso0zoMU",Extremely Positive
5334,50286,,17-03-2020,"@lidl @iceland and @nationwide have announced special opening times for the vulnerable, share with your patients. Just need @morrisons @sainsburys @asda @tesco and all the supermarket to follow #COVID2019 #kindness #StopPanicBuying",Positive
5335,50287,,17-03-2020,"$CORG is the OTC stock like $APRN $WTRH food delivery, ghost kitchen.

#COVID19 #coronavirus #otcmarket #nasdaq #nyse",Positive
5336,50288,"New Delhi, India",17-03-2020,"#Please be #aware, #help the #people, dont #run if #affected, be 
#clean, #avoid going #out, #make #distance, #sell #sanitisers &amp; #masks at #reasonable #prices, #eat #hygienic #food, be #healthy &amp; #immune, be #good
#covid19 #coronavirus #COVID2019 #CoronavirusOutbreak
#dbz_diary",Neutral
5337,50289,"Ballarat, Victoria",17-03-2020,"About to go grocery shopping...
Seems the #coronavirus panicked big-city hordes are stripping regional shopping centres of supplies.
So, why have #Woolworths and #Coles cancelled online and pickup shopping when the advice is to avoid crowds?
#COVID19Aus #profiteering",Extremely Negative
5338,50290,"Ballarat, Victoria",17-03-2020,"So, in wake of #coronavirus shopping panic, Woolworths and Coles are opening an hour early...as a 'favour' to the elderly.
But they avoid mentioning they've also scrapped online shopping and home deliveries!
Surely that adds to crowds, panic...&amp; profit?
#COVID19au
#auspol",Positive
5339,50291,"Wales, United Kingdom",17-03-2020,Very interesting article from the Economist We could see the collapse of a number of Goverments from due to the dramatic fall in oil and commodity prices which many regimes depend on,Neutral
5340,50292,,17-03-2020,One silver lining from all of the caution surrounding is Indians seem to be finally getting a sense of personal space No one literally on me at the cashier at the grocery store Folks are actively trying to prevent themselves from rubbing against the next person,Positive
5341,50293,"?? via ??, ??",17-03-2020,"radical idea: ration the amount of food, and other basic goods one person can buy (or get for free if needed) with exceptions for medical reasons. this could stop the panic buying, reduce stress, stop selfishness, and profit hunters during corona times. #coronavirus",Extremely Negative
5342,50294,Australia,17-03-2020,"The New Zealand Government today announced a $12 billion economic package in response to COVID-19. It includes $500m boost for health, $8.7b in support for businesses and jobs &amp; $2.8b for income support and boosting consumer spending. More info here: https://t.co/RyOEYKdrES https://t.co/PUvslDVJ5B",Extremely Positive
5343,50295,,17-03-2020,"@BorisJohnson #coronavirus #stopcoronamadness people are panic buying because of uncertainty. You must reassure people that - for 80% of the population, corona will be nothing more than a severe flu at worst lasting a week. There is more than enough food ",Extremely Negative
5344,50296,"England, United Kingdom",17-03-2020,Just been to supermarket and tried to distance myself in the que until a woman walks and stands right up behind me. I asked her if she watches the news and proceeded to ask her to step back. ? #COVID2019 #SocialDistancing,Neutral
5345,50297,"London, England",17-03-2020,So @VirginHolidays won't talk to me as we aren't due to fly until 25th April. Won't let me rebook and they are racking their prices up hourly which I have to pay the difference!! #mostexpensiveholiday #COVID2019 #VirginAtlantic #Virginholidays,Extremely Positive
5346,50298,United Kingdom,17-03-2020,"Anyone vulnerable in the Leeds area who can't get to the supermarket, drop me a message.

Will shop, will deliver. We can work out reimbursement for the food later. No charge for petrol.

#SelfIsolationHelp #coronavirus #covid19UK #JoyFightsFear #InThisTogether #stayhomechallenge",Extremely Negative
5347,50299,World Wide,17-03-2020,The Coronavirus panic sorta feels like the panic during Hurricanes Katrina Rita and Ike but on a global scale One thing we learned is to make sure everyone has enough food during a crisis That s why MREs should be available to those who need them We need action,Extremely Negative
5348,50300,,17-03-2020,Rest assured that the Agriculture sector is going to continue to produce good food through these difficulties. Please give everyone the chance to eat by not panic buying. Keep calm and stay safe. #OntAg https://t.co/yvjxftHHh0,Extremely Positive
5349,50301,,17-03-2020,"Lines outside of the grocery store seems to be the new normal. Still, lets not forget to be kind to one another &amp; appreciate those working on the front lines in #grocerystores across ??America! #risinguptothechallenges #USA 
 #GroceryStore #groceryshopping #COVID19 #coronavirus https://t.co/coCBYePu9e",Extremely Positive
5350,50302,"Miami, FL",17-03-2020,"Hunting for food in ancients times involved you and a few helpers go out into the wild to kill in order to eat.

Hunting post-Coronavirus now involves you bouncing from grocery store, gas station, supercenter in order to find your food and ingredients to purchase.
#COVID2019",Negative
5351,50303,,17-03-2020,Shame on greedy cruel Republicans Senators who NEVER HELP AMERICAN FAMILIES NO COVID19 help NO lower drug prices NO election security needs to raise more impt than YOU,Extremely Negative
5352,50304,"Torquay, Devon, UK",17-03-2020,"'Stop stockpiling toilet paper during Covid-19 outbreak,' says manufacturer https://t.co/9XwmrEi4PB",Negative
5353,50305,New Zealand,17-03-2020,Seriously.  Stop sending me emails telling me how seriously you take #COVID2019 - I am not interested in what you as a supermarket/ hotel / marketing company / bank are doing. I am only interested in hearing from experts,Extremely Negative
5354,50306,,17-03-2020,We have been stripped to our basic needs. Food and shelter. When we all come together again things will have changed forever. People need to adapt quick! #UniversalBasicIncome for all quick! We need to demand this now. We won't recover otherwise. #BorisResign #coronavirus,Positive
5355,50307,,17-03-2020,Canadians: take pictures of any products that dramatically jumped in price at your local stores. Make a folder and keep a tally. We could mass report this to Consumer Affairs. These retailers are snakes; sending heartfelt COVID-19 action plan emails while jacking up prices,Positive
5356,50308,"Hamilton Ontario, Canada",17-03-2020,As a result of COVID 19 many people cannot afford to stock up on food may experience wage and job loss and face unexpected expenses such as childcare and additional meals Let s take care of each other Visit to give today,Positive
5357,50309,,17-03-2020,"@mygovindia 
My Suggestions For COVID-19 virus.
 
1- First ofall Shutdown or ( limited %down circuit) Our India's Stock market for Economical Stability for few weeks. 

2 - Plz Banned Meat or Any Non vegetarian Food,  Because of COVID-19 Virus s",Negative
5358,50310,"Boston, MA",17-03-2020,"I feel like Pac Man in the grocery store aisles trying to avoid people. Every time I see someone coming in my direction, I run the other way. #coronavirus #grocerystores",Positive
5359,50311,Germany - acting globally ,17-03-2020,I believe that the has a deeper meaning to move away from consumer oriented egoism to a solidarity based coexistence where less is enough More being than having And we are practicing an ability that has almost been lost Mutual regard respect  Take care  ,Extremely Positive
5360,50312,"Newcastle, Manchester & Liverpool",17-03-2020,haha.. The Islands of Misfit Foods: what's being left on the shelves by #coronavirus hoarders - https://t.co/kwH0Gblkol via @mr_james_c,Positive
5361,50313,,17-03-2020,"Apparently, I'm not allowed to wear a mask while stocking shelves at the grocery store I work at, unless I have a doctors note. Do you even know the last time I was able to afford a damn doctors visit? Bs.??
#panicbuyers #GroceryStore #workers #unprotected #coronavirus",Negative
5362,50314,Londinium,17-03-2020,@ProfTimLang Supermarket shelves in East London are emptying as soon as they are filled. Not only are the crowds a Covid-19 danger but also alarming in terms of food security. Prices doubling in local corner shops and wholesalers. Sainsburys Whitechapel,Neutral
5363,50315,USA,17-03-2020,I had to brave the grocery store today... delivery option we're filled up. We are out of some essentials for the little ones... Apparently so is half my town.  #coronavirus #COVID19 https://t.co/jE2uNL1pdu,Positive
5364,50316,"Brooklyn, NY | she/her",17-03-2020,"Is anyone talking about trying to get the government to furnish hazard pay for the people who have to keep working to keep things running? Im thinking healthcare workers (obvi), doormen, postmen, transit workers, grocery store clerks, etc. #COVID2019",Negative
5365,50317,"??, ???????",17-03-2020,Baidu launches auto-focused app in wager that COVID-19 drives consumer demand for private vehicles https://t.co/uoehagfFqD,Positive
5366,50318,"Toronto, Ontario",17-03-2020,"@BroadcastDialog Kinda makes you wonder if #COVID2019 is a #biologicalweapon. What better way to invoke #terrorism on a #society than through the bodies that make that society function? Gov's close borders, panic, run on food and supplies, economic collap",Negative
5367,50319,,17-03-2020,"@letseathh @funder No, it is not Chinese, COVID-19 is unlike one found in Wuhan, China. It is a new one. And China did a good job to against virus. They lock down the city, close down the restaurant, pretty much only grocery store is open. But Trump shoul",Positive
5368,50320,,17-03-2020,My 19 year old son has been working 14 hour shifts all weekend at our local grocery store Poor kid is so tired   Please Be kind everyone  ,Negative
5369,50321,"Indianapolis, Indiana, USA",17-03-2020,"The Administration is proposing a ""buy American"" drug mandate, which would increase shortages and prices, ultimately harming patients. Now, in the midst of the #coronavirus, is no time to implement such a change. @HHSGov @WhiteHouse https://t.co/Kn9aEiYJL0 @Forbes",Extremely Negative
5370,50322,"London, England",17-03-2020,Baidu launches auto-focused app in wager that COVID-19 drives consumer demand for private vehicles https://t.co/NGg7xrTawN via @KrASIAofficial,Positive
5371,50323,Leeds,17-03-2020,Order your items online &amp; get them delivered to your door - if you have special instructions let us know by emailing info@brewline.co.uk. We are working hard to ensure all precautions are being taken to meet process demand #COVID2019 #process #food  https://t.co/WwFHpzj2e0 https://t.co/5jyCcXcLKa,Positive
5372,50324,,17-03-2020,Working From Home These Nutritious Food Supplies amp Recipes Will Keep You Ticking Keeping your immunity strong is one of the key precautions to prevent Here s what will help with that even as we all stay at home,Extremely Positive
5373,50325,From VA to SoCal,17-03-2020,@roe_con @AnneKasaba @RachelPatzerPhD Yes! Much gratitude for our healthcare staff. Also all the people in the grocery supply chain &amp; clerks working the stores with irrational mobs. Leave us some TP people! ?,Positive
5374,50326,"New York, NY ",17-03-2020,In Seattle we are doing both schools will continue to provide meals and thousands will receive 800 in grocery store vouchers funded by sugary drink tax,Neutral
5375,50327,Minnesota,17-03-2020,Plenty of food in the grocery supply. Why not donate your extra stash to a local food shelf so they can help folks who couldn't afford to stock up? https://t.co/aoLmICdOKj https://t.co/55XxPd4Y8b,Positive
5376,50328,,17-03-2020,Are farmer s markets next to shutdown amid the outbreak The result could be huge losses in income for who rely on farmer s markets amp direct to consumer sales,Negative
5377,50329,earth ?,17-03-2020,"FYI : BANKS ARE ALL OPEN ???? we are exempted for those who r suspended we are in line with the public health workers, groceries, supermarket and other public health officials who will serve those who is in need. Thank you

#COVID19PH #Covid_19 #frontlinersPH #QuarantineLife https://t.co/ilEHDYsf4W",Positive
5378,50330,,17-03-2020,"#easyJet and #IAG share prices fall further as Covid-19 weighs on industry
#COVID2019 $EZJ $IAG
https://t.co/HwogWAAwZz https://t.co/ypK1nKjNfL",Positive
5379,50331,"ÜT: -32.98346,27.29361",17-03-2020,"I think @DStv @DStvCare  should now charge all of us for Compact Prices (especially people who have premium for Sport) #COVID19SouthAfrica #COVID2019 

We cant be paying for repeats every weekend ???????",Neutral
5380,50332,"Milano, ITALY ,Europe,World",17-03-2020,"Please boost your shopping online and delivery, it will save lifes . @Tesco @sainsburys @Morrisons
#coronavirus #COVID19 #BorisJohnson",Extremely Positive
5381,50333,"Springfield, IL",17-03-2020,"3/17/20- In this update...We continue to monitor and update our information based on the latest information. The article includes details related to cleaning procedures, office closure, patient notification information, Consumer Fraud Act, and more.   https://t.co/UDnVOdI2et https://t.co/LxPj0s91ZL",Negative
5382,50334,,17-03-2020,"I just went to the grocery store, there was a 30 something guy complaining abt no #eggs and why are ppl #hoarding eggs? And, could he use WIC on brand eggs? He had six gallons of Lactose milk in his cart. #StopHoarding #coronavirus #COVID?19 https://t.co/23LYi7Tybi",Negative
5383,50335,"Doha, Qatar",17-03-2020,"Al Meera Consumer Goods Company has announced it will continue normal operations across all branches, and extend hours as needed, amidst the Coronavirus (Covid- 19) outbreak.

#Qatar #ILoveQatar @AlMeeraQatar 
https://t.co/4XWzNcg6lv",Positive
5384,50336,"London, England",17-03-2020,"So all these local shop owners who've inflated their prices on products during this difficult times will soon be loosing their licences #epidemic
#COVID2019 #UKGoverment #London #uk #mayoroflondon 
@MayorofLondon",Negative
5385,50337,"New York, NY Headquarters",17-03-2020,"Expert market commentary by Nate Donnay, Director of Dairy Market Insight for INTL FCStone Financial Inc. - FCM Division. Is quoted by @DroversCTN #dairy #coronavirus #oatt @ifcsdairy https://t.co/xczYvba6VR",Neutral
5386,50338,Porto | Portugal,17-03-2020,#Coronavirus: what to do when going to the supermarket. @ISPUP #ISPUP #Covid-19 #Covid19PT https://t.co/GvoVTE56vl,Neutral
5387,50339,,17-03-2020,"@yjack224 @RichMykola @RobProvince @GiantPrepper @AlienGamer79 Why are these dorks running to the gun shops instead of the supermarket. Its not like law enforcement will stop functioning. This isnt gonna be the Wild West.

https://t.co/ey9cVgx",Extremely Negative
5388,50340,,17-03-2020,When I'm pissed my reading comprehension ain't so good but I think #NeverBiden wants #BigPharma to set the prices for the #COVID2019 cure. Y'all make me sick voting for this corporate stooge over #BernieForPresident,Extremely Negative
5389,50341,"New Jersey, USA",17-03-2020,"Consumers are changing their spending habits to reflect new standards of living during the COVID-19 outbreak. According to Neilson, consumers are starting to think beyond emergency items and preparing their pantries for the worst.| @scoopit https://t.co/gOjrWCBSvv",Extremely Negative
5390,50342,"Burntwood, Staffs, England",17-03-2020,@Tesco @sainsburys @Ocado @asda Start tackling selfish customer behaviour during #coronavirus by limiting online shopping slots to ONE per customer at any one time. Clearly people are block booking them &amp; making availability impossible for sensible sh,Negative
5391,50343,I live by the river,17-03-2020,"Manchester Uni team calls on Deliveroo, Amazon, DPD, Hermes and online shopping /delivery firms to protect riders &amp; couriers, so when population in isolation, households still get food delivered. #covid19
https://t.co/L4mZ97Btru",Positive
5392,50344,,17-03-2020,"A few said it was the end times. I thought, even if it was, wed all go on living our trivial lives until the penultimate moment of our demise, whereupon wed realizewed spent our last days at the grocery store, buying toilet paper. #COVID2019 #cordonedbycorona",Neutral
5393,50345,,17-03-2020,"What are you stocking up on? Do let us know in the comments below!

https://t.co/FZinZQpzoC

#coronavirus #CoronavirusOutbreak #coronavirusindia #CoronavirusPandemic #food #TuesdayThoughts https://t.co/3ROihH30nP",Neutral
5394,50346,"Tamil Nadu, India",17-03-2020,Stay safe and stay tough after all its a  chinese virus  and we all know how long does a chinese product survive ain t we   Don t panic and avoid buying the entire grocery store   God Bless everyone,Positive
5395,50347,Island of Misfit Black Girls,17-03-2020,@natashakorecki @BartVargasII The Bay Area is in lockdown for 3 weeks to stop the spread of #COVID2019. We can go to the supermarket or drugstore only. But in Chicago https://t.co/5H1Zh02Hjh,Negative
5396,50348,,17-03-2020,"US Food Industry Scrambles To Resupply Stores Amid Apocalyptic Surge In Demand

https://t.co/OG4EkCtkiG

#BreakingNews #Collapse #Food #Coronavirus #CoronavirusOutbreak #COVID19 #COVID?19 #COVID_19 #COVID2019 #Collapse",Extremely Negative
5397,50349,,17-03-2020,"The profitability of the ""Everything Stores empire rests not just on its ability to squeeze workers and exploit economies of scale, but also on its ability to forge a seamless connection between millions of individuals and #Amazon.""

#DigitalCapitalism 
https://t.co/SNd5L2Ew5f",Extremely Positive
5398,50350,"California, USA",17-03-2020,"Be so kind to your grocery store employees, folks. They are taking on more of this fearful and frantic #energy than anyone. 

Send prayer of love and strength when you love through the checkout. ??
#COVID2019 #Grocery #BeKind #FaithOverFear #loveistheanswer #PrayerForAPandemic",Extremely Positive
5399,50351,Makati City,17-03-2020,"Tissue paper, canned fish, and bread in low supply at a supermarket in Los Baños, Laguna even before 9am on March 17, Tuesday, day one of the enhanced community quarantine in Luzon to control the spread of COVID-19. | @InquirerSLB @KBaraoidanINQ https://t.co/f2Cn301FcW",Negative
5400,50352,"Manila, Philippines",17-03-2020,"Day one of the Luzon-wide enhanced community quarantine to prevent the spread of COVID-19. 9:30am at the back of the line at a supermarket counter in Los Baños, Laguna. Social distancing is barely observed by shoppers as they stock up on supplies. | @InquirerSLB @KBaraoidanINQ https://t.co/IqlUUE8QeQ",Neutral
5401,50353,"Manila, Philippines",17-03-2020,"Day one of the Luzon-wide enhanced community quarantine to prevent the spread of COVID-19. Crowd as of 10:30am at a supermarket in Los Baños, Laguna. Shoppers barely observe social distancing as they stock up on supplies. | @InquirerSLB @KBaraoidanINQ https://t.co/lExOfXfenH",Neutral
5402,50354,United States,17-03-2020,"Now is not the time for consumer oriented stimulus.  Now is the time to focus on small businesses hit hard by COVID-19.  Afterwards, when consumer confidence returns, package a stimulus package that will temporarily reduce sales tax.",Positive
5403,50355,,17-03-2020,"More lurking finance issues exposed by COVID 19's mkt effects- US debt (of all types)- a growing concern before, potential beast now.  Prudent gov't macro actions are required- the crisis will exacerbate at all levels.
@efipm summarizes.
@DailyFintech 

https://t.co/qR31BIM1rQ",Extremely Negative
5404,50356,"Nevada, Iowa",17-03-2020,"For farmers who rely on farmers markets and other direct-to-consumer sales for a major portion of their income, the threat of a closed market due to COVID-19 could be existential.
https://t.co/Tw8LpgqIce",Negative
5405,50357,Yorkshire and The Humber,17-03-2020,Love it when artists see the funny side. Don't know who created this but it's brilliant. If you had seen the idiots in Tesco the other day you would understand! #CoronavirusOutbreak #coronavirusuk #coronavirus #Munch #toiletpaper #toiletroll https://t.co/0lWEURaalX,Extremely Positive
5406,50358,Earth,17-03-2020,#COVID2019 Chemist upping their prices from two days ago on various products. You vile bastards,Extremely Negative
5407,50359,,17-03-2020,At the grocery store and theyre playing Its The End of the World As We Know It. Sounds about right. #coronavirus,Positive
5408,50360,Nottingham . Hong Kong,17-03-2020,"Citysuper IFC mall store in #HongKong was informed by the Centre for Health Protection that a customer infected with #COVID2019 had recently visited the store. Please continue to stay vigilant friends in HK, practise social distancing and do online shopping instead. https://t.co/T5xWVJnsNK",Extremely Positive
5409,50361,,17-03-2020,"Well the #Coronavirus food panic buying isnt abating yet. Just imagine if this happened after that idiot Tim Leunig had got his way. Get rid of these fools Boris.

Gov advisor says UK could import all food 'like Singapore' | Politics News | Sky News https://t.co/MpUnCW1H2J",Extremely Negative
5410,50362,"Washington, DC",17-03-2020,"Staying home today w/ kids? 

Plan living room camp out!

Throw a bedsheet over some taped together brooms. Plan a menu &amp; pack sandwiches, salads (Smores optional?)

A fun activity that also brings family together for a meal!

Share your ideas &amp; use the hashtag #TogetherApart https://t.co/rgwCl8IIHY",Extremely Positive
5411,50363,"Columbus, OH",17-03-2020,"To those of you saying, If I can still do x,y,z why cant we still go out and vote?

Just because you CAN do something (go to the grocery store, etc.) doesnt mean you SHOULD do that thing!! 

#stayhomechallenge #COVID2019 #OhioPrimary",Neutral
5412,50364,"Texas, USA",17-03-2020,#coronavirus just went to grocery store sad to see the lack of common courtesy people have when buying the shelves empty. Was looking at the butter and a little old lady was trying to reach a pack of butter I brought it down for her and she whispered I just want to make cookies.,Negative
5413,50365,UK,17-03-2020,"10.30 #Morrison supermarket
#Blyth
Massive queses and big gaps on shelves
This is day 1 of the #COVID2019 ""panic""
#BorisJohnson you need to consider activating some sort of regulated distribution and enforce considerate shopping
This will get worse https://t.co/Z6zIb6DadC",Negative
5414,50366,somewhere in Wiscansin,17-03-2020,"How is it that all the #coronavirus preppers are being every grocery store in the area clean... but the line at Culvers stretches out into the street? 

Yall. Got Food. At. Home.",Positive
5415,50367,Miami,17-03-2020,#COVID19's Business and #ConsumerImpact in Europe https://t.co/w0gM5liN6y #marketing,Neutral
5416,50368, England,17-03-2020,"Why is everyone panic buying?! Other countries import there food/drinks etc into the uk, we then buy them, while they get more rich. COVID-19 should be CORRUPT-20.",Positive
5417,50369,,17-03-2020,"During #coronavirus 
Everyone else: PANIC BUYING PASTA,TOILET PAPER,HAND SANITIZER

Anti-social humans like me: 
Huh?...theres a modern day plague thats gone global

-washes hands every couple hours
-is well stocked up on food,water and alcohol 
-still has board games 
-Netflix",Positive
5418,50370,"Pennsylvania, USA",17-03-2020,Hubs told me today that I should stock up on more parrishable food. What in the actual hell??!!! #COVID2019 #hunkerdown,Extremely Negative
5419,50371,Interwebs,17-03-2020,"Disgusting price gouging by ABC Supermarket in Anaheim CA.

Boycott these clowns.

ABC Supermarket 
1216 S Magnolia Ave, Anaheim, CA 92804
(714) 229-0618

@voiceofoc @OCRegistrar @CNN @FOXLA 

#pricegougers #COVID2019 #CoronavirusOutbreak #pricegouging https://t.co/qvvn8Rjmaj",Extremely Negative
5420,50372,Global,17-03-2020,"Although the #economy had a fairly good head of steam coming into the crisis, its heavy reliance on the consumer will make it particularly vulnerable to the pullback in consumer spending that will result from the changes wrought by the #coronavirus.  #rail
https://t.co/DcxDGNO4sL https://t.co/SDgK8TjRGF",Negative
5421,50373,"Tampa, FL",17-03-2020,"The ultimate flex today is walking around the grocery store wearing a 3M N95 mask and holding a 24 pack of Charmin toilet paper 

#coronavirus #covid19",Neutral
5422,50374,Jamaica,17-03-2020,"Running to the supermarket has now become a public gathering and many stores are out of some of the essentials needed to keep COVID-19 at bay. Still need sanitization products? Order online! Well do the rest! 
#staysafe #ContainCOVID19 #JPAK #ShippingtoJA #OnlineShopping #lysol https://t.co/tDr5wVLsig",Neutral
5423,50375,"Houston, TX",17-03-2020,"COVID-19 wont be similar to the Great Recession unless unemployment ?? &amp; stays ??. At the EOD, if the gov steps up for the consumer &amp; business, people will still have income. If its necessary to curb activity to beat COVID-19, a (temp) GDP retraction shouldnt be a surprise.",Extremely Positive
5424,50376,Britain,17-03-2020,"The world; panic buys food and toiletries. 

America; panic buys food, toiletries oh and guns ?????

#COVID2019 https://t.co/Ggqh5PtSUS",Extremely Negative
5425,50377,New Jersey,17-03-2020,"Bravo @HotTopicsHT for doing the right thing by your customers AND your employees. Businesses, take notice! ?????? #CoronavirusOutbreak #COVID2019 #coronavirus #COVID19 https://t.co/8ysAWwTnaI",Neutral
5426,50378,Hong Kong,17-03-2020,"Nice assurance from #Malaysia PM but there are panic buying &amp; shortages of essential supplies in Msia too. It's political suicide for the new PM to allow full food supplies to #Singapore when supermarket shelves in Msia are empty

#coronavirus #COVID19 https://t.co/S66HC3Ayh8",Extremely Negative
5427,50379,"Tolleson, AZ",17-03-2020,"Its interesting to see the amount of people flat out ignoring the limits. 

Theres a limit of 2 Susan!
#groceryshopping #coronavirus #StopPanicBuying",Neutral
5428,50380,"Bridgewater, NJ",17-03-2020,"TN authorities have investigated a man who stock-piled 17,700 #HandSanitizer bottles, suspected of #PriceGouging during the #coronavirus #COVID19 pandemic. Check out our latest blog post to see why #CostInflation during a #StateOfEmergency isn't OK in #NJ! https://t.co/IOHiwAyo73 https://t.co/PCOCfutRCU",Positive
5429,50381,"Ontario, Canada",17-03-2020,"@QueenAwakened I'm disabled and cannot work, my partner works to support us both but shit is tight. Also I'd like to be able to actually stock up on food incase his jobsite is shut down bc of COVID-19. https://t.co/r755dLCvou",Negative
5430,50382,Jamaica,17-03-2020,Line markers inside this National Commercial Bank (NCB) outlines the distance customers are expected to observe. The government is encouraging social distance as part of efforts to reduce the spread of the #coronavirus. (?: Tina Hamilton) #GLNRToday https://t.co/lfTsXvfBy3,Positive
5431,50383,Stoke-on-Trent,17-03-2020,"#ukjay #COVID2019 #breakingnews #coronavirus 
Scientists have now discovered that the virus is carried in Supermarket toilet paper supplies!",Neutral
5432,50384,"Edinburgh, Scotland",17-03-2020,My elderly and infirm mother had trouble getting bread and other food as she didnt panic buy and thought of others. It is sickening how selfish some people can be in a crisis. #coronavirus,Extremely Negative
5433,50385,NYC,17-03-2020,"There is plenty of food. Plenty of TP. Plenty of alcohol. The reason there are shortages is because of panic buying. Italy is a few weeks ahead of us in spread and lockdown but the groceries are full and everyone has everything they need, except for hospital beds. #coronavirus",Negative
5434,50386,,17-03-2020,Should I have told the lady at the supermarket that wearing a face mask isnt really helpful? And its especially not helpful when its dangling from her face? #COVID2019 #facemasks,Extremely Positive
5435,50387,Wakefield,17-03-2020,"Max asked WHY we are going to the Supermarket after @asda cancelled our order last minute. I told him we only bought what we NEEDED UNTIL TODAY; NOW have NO FOOD left.. Pregnant women are now told to isolate; we have few eggs, half a pint milk + rice left. Essential? #COVID2019",Extremely Negative
